FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13da,1301,1201,839,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00999,Mikenge,2013-10-25,1,,POINT (28.740291 -3.745564),28.740291,-3.745564,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,Basimukindje 1,Mikenge,45,,,0,1,Or,Ndahobelwa,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d9,1302,1202,840,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01000,Filon 14 (Lwemba),2013-10-25,1,,POINT (28.721021 -3.694333),28.721021,-3.694333,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,Basimukindje 1,Bukunji,210,,,0,1,Or,Ndahobelwa,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d8,1303,1203,841,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01001,Bidegu (près de dipping tank),2013-10-26,1,,POINT (28.781747 -3.899397),28.781747,-3.899397,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Itombwe,Basimukindje 1,Bidegu,32,,,0,1,Or,Minembwe,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d7,1304,1204,842,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01002,Karonzi,2013-10-26,1,,POINT (28.804319 -3.932027),28.804319,-3.932027,GPS,Sud-Kivu,Sud-Kivu,Fizi,Tanganyika,Basilocha,Karonzi,65,,,0,1,Or,Minembwe,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d6,1305,1205,753,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00894,Rwamakaza,2013-10-30,1,,POINT (28.450556 -2.567939),28.450556,-2.567939,GPS,Sud-Kivu,Sud-Kivu,Kabare,Nindja,Luhago,Lukoma,160,,,1,0,Cassitérite,"Nzibira, Kankinda",Bukavu,,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Permanente,1,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d5,1306,1206,754,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00895,Ndufe et Kaguliro,2013-10-30,0,,POINT (28.526191 -2.507344),28.526191,-2.507344,GPS (village Murhume),Sud-Kivu,Sud-Kivu,Kabare,Nindja,Iregabarhonyi,Ndufe-Kaguliro,,,,1,0,Cassitérite,,,,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Permanente,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d4,1307,1207,399,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00416,Mera,2013-11-15,1,,POINT (28.402823 -1.236098),28.402823,-1.236098,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Mera,311,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",Diamant,"Walikale, Mubi","Bukavu, Goma",,,,,1,1,FARDC,FARDC - Pas d’ingérence constatée,Régulière,0,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d3,1308,1208,400,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00417,Bawe 1,2013-11-17,1,,POINT (28.389736 -1.266681),28.389736,-1.266681,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Mera,67,,,1,1,Wolframite,"Walikale, Mubi","Bukavu, Goma",Or,"Walikale, Mubi","Bukavu, Goma",,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d2,1309,1209,401,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00418,Bawe 2,2013-11-17,1,,POINT (28.389601 -1.256649),28.389601,-1.256649,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Mera,17,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,1,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d1,1310,1210,402,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00419,Chachingi,2013-11-17,1,,POINT (28.373891 -1.276477),28.373891,-1.276477,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Ihama,34,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,1,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13d0,1311,1211,403,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00420,Bukondoli,2013-11-17,1,,POINT (28.374068 -1.273321),28.374068,-1.273321,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Ihama,61,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13cf,1312,1212,404,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00421,Katanga,2013-11-18,1,,POINT (28.375257 -1.264585),28.375257,-1.264585,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Mera,181,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ce,1313,1213,405,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00422,Misoke,2013-11-18,1,,POINT (28.374917 -1.261818),28.374917,-1.261818,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Bana Nsindo,74,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Pas d’ingérence constatée,Régulière,0,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13cd,1314,1214,406,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00423,Nsindo 1,2013-11-20,1,,POINT (28.371625 -1.210853),28.371625,-1.210853,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Bana Nsindo,179,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Pas d’ingérence constatée,Régulière,0,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13cc,1315,1215,407,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00424,Nsindo 2,2013-11-20,1,,POINT (28.354135 -1.253022),28.354135,-1.253022,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Bana Nsindo,21,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Pas d’ingérence constatée,Régulière,0,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13cb,1316,1216,630,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00723,Bipasi,2013-11-20,1,,POINT (28.17722596 -3.06882999),28.17722596,-3.06882999,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Tchanda mero,350,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ca,1317,1217,631,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00724,Mwanba,2013-11-20,1,,POINT (28.17633102 -3.068227),28.17633102,-3.068227,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Mwamba,280,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c9,1318,1218,632,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00725,Carrière D3,2013-11-20,1,,POINT (28.17339601 -3.06994001),28.17339601,-3.06994001,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Carrière,550,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c8,1319,1219,633,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00726,Mobale,2013-11-20,1,,POINT (28.17377697 -3.07115597),28.17377697,-3.07115597,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Kitemba,2500,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Permanente,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c7,1320,1220,408,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00425,Bituy,2013-11-21,1,,POINT (28.35265 -1.247558),28.35265,-1.247558,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Ihama,77,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,NDC,Groupe armé local,,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c6,1321,1221,409,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00426,Maria,2013-11-21,1,,POINT (27.630649 -1.175606),27.630649,-1.175606,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Biruwe,77,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Régulière,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c5,1322,1222,634,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00727,Tobola,2013-11-21,1,,POINT (28.17147899 -3.07361103),28.17147899,-3.07361103,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Luliba,170,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c4,1323,1223,635,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00728,Carrière G15,2013-11-21,1,,POINT (28.16530203 -3.08305299),28.16530203,-3.08305299,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Luliba,600,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c3,1324,1224,843,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01003,Kazimia,2013-11-21,1,,POINT (29.156144 -4.546162),29.156144,-4.546162,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Babungwe Sud,Kazimia,9,,,0,0,Cuivre,Kazimia,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c2,1325,1225,636,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00729,Kazibe,2013-11-22,1,,POINT (28.17670502 -3.06711799),28.17670502,-3.06711799,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Tchanda,450,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c1,1326,1226,844,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01004,Kibamba+B46,2013-11-22,1,,POINT (29.091063 -4.788674),29.091063,-4.788674,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Babungwe Sud,Kibamba,38,,,0,0,Cuivre,Kibamba,"Bukavu, Kibamba",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13c0,1327,1227,637,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00730,Kabo,2013-11-23,1,,POINT (28.17542301 -3.06495496),28.17542301,-3.06495496,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Mero clinique,180,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13bf,1328,1228,638,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00731,Pwembwe,2013-11-23,1,,POINT (28.171193 -3.06309199),28.171193,-3.06309199,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Butwa,430,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13be,1329,1229,845,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01005,Gecamine,2013-11-23,1,,POINT (29.098952 -4.852458),29.098952,-4.852458,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Babungwe Sud,Yungu,65,,,0,0,Cuivre,Yungu,"Bukavu, Yungu",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13bd,1330,1230,639,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00732,Meno ya Nguruwe,2013-11-24,1,,POINT (28.16850702 -3.061497),28.16850702,-3.061497,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Butwa,750,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13bc,1331,1231,640,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00733,Misagi/Butwa,2013-11-24,1,,POINT (28.16495401 -3.062848),28.16495401,-3.062848,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Busse,Butwa,70,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13bb,1332,1232,641,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00734,Matenende,2013-11-24,1,,POINT (28.15791196 -3.06602499),28.15791196,-3.06602499,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Busse,Butwa,150,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ba,1333,1233,642,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00735,Carrière G22,2013-11-24,1,,POINT (28.161859 -3.07146904),28.161859,-3.07146904,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Kobokobo,300,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b9,1334,1234,643,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00736,Bizaza,2013-11-24,1,,POINT (28.17139199 -3.07139603),28.17139199,-3.07139603,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Colline,700,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b8,1335,1235,846,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01006,Sele,2013-11-24,1,,POINT (29.104686 -4.884348),29.104686,-4.884348,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Babungwe Sud,Sele,0,,,0,0,Cuivre,,,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b7,1336,1236,410,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00427,Tengeneza,2013-11-26,1,,POINT (27.664098 -1.138421),27.664098,-1.138421,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,51,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b6,1337,1237,411,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00428,Ringo,2013-11-26,1,,POINT (27.658275 -1.150893),27.658275,-1.150893,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,8,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b5,1338,1238,412,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00429,Mayi ya sika,2013-11-26,1,,POINT (27.67206 -1.131248),27.67206,-1.131248,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,13,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b4,1339,1239,413,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00430,Burega,2013-11-26,1,,POINT (27.685855 -1.121952),27.685855,-1.121952,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,23,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b3,1340,1240,644,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00737,Lukungu,2013-11-26,1,,POINT (28.18009701 -3.18803801),28.18009701,-3.18803801,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Banakyungu,Lubigi,250,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b2,1341,1241,645,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00738,Nakuzumya,2013-11-26,1,,POINT (28.18366996 -3.18646196),28.18366996,-3.18646196,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Banakyungu,Lubigi,100,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b1,1342,1242,646,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00739,Kasagile,2013-11-26,1,,POINT (28.17069897 -3.193372),28.17069897,-3.193372,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Banakyungu,Lubigi,280,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13b0,1343,1243,647,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00740,Kaboge/Sololo,2013-11-26,1,,POINT (28.16471697 -3.19833098),28.16471697,-3.19833098,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Banakyungu,Kaboge,200,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13af,1344,1244,31,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01068,Mille bêches,2013-11-26,1,,POINT (27.393398 -7.32334),27.393398,-7.32334,GPS,Tanganyika,Katanga,Manono,Bakongolo,Luba,Munene,200,,,1,0,Cassitérite,Manono,Lubumbashi,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,Actif,iTSCI,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ae,1345,1245,414,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00431,Kokoli,2013-11-27,1,,POINT (27.689347 -1.113521),27.689347,-1.113521,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,33,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ad,1346,1246,415,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00432,Bulambo,2013-11-27,1,,POINT (27.700853 -1.076391),27.700853,-1.076391,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Fwamba,24,,,0,1,Or,"Walikale, Mubi","Bukavu, Goma",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Régulière,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-13ac,1347,1247,648,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00741,Nyawalukonga,2013-11-27,1,,POINT (28.15648796 -3.19714201),28.15648796,-3.19714201,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Banakyungu,Kaboge,350,,,0,1,Or,"Kamituga, Mwenga",Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
